opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v
-0.36730993218832714,0.6520973190461211,1.3469366238350609,0.4999187499269023,-0.6071639030482429,-0.0974602774310187,0.9796266916467338,1.9990339428811819,-0.8672286821152294,0.15217856911921884,0.5911318494551993,4.45644718492529
-0.29662540482894517,0.5818972326160724,1.2767373651991174,0.5240732530027394,-0.5246447585126616,-0.08538343979015273,0.9801119603701722,1.8586345978151897,-0.8206986578316846,0.057823979613332965,0.4932623928086165,4.460548005497168
-0.22249394714399132,0.5151731459051905,1.2106039381184015,0.5493574009790443,-0.44187024214167425,-0.07303669561708337,0.9881099909744102,1.725777084023592,-0.7718513481230356,-0.03418425507385381,0.3870433452875476,4.507436585179001
-0.14583898783309587,0.4515555459262254,1.1468878319508975,0.582478673525161,-0.3551240731294162,-0.05642680624975549,1.0010488441178016,1.598443377877123,-0.7283176613582569,-0.13092312759893565,0.3846005013729238,4.596313436060738
-0.06667189428377619,0.3908309115153438,1.0856989247923197,0.6186315211896151,-0.2668696489432404,-0.038118246043680415,1.0190270305085434,1.4765298363076635,-0.6853034154733912,-0.22780060967427124,0.3940889822479909,4.6778664441103475
0.014766296317424118,0.33326447800370174,1.0280269554649815,0.645276596000592,-0.1839920315734827,-0.024742940730343888,1.0427932517824057,1.3612914334686832,-0.6305102996831679,-0.3120121179968902,0.38021941854043145,4.7475033662330475
0.09826448195761615,0.2788646732985488,0.9738195045205024,0.6821210206989144,-0.09671700093198587,-0.0064169052615195565,1.0720839864781184,1.2526841778190512,-0.5838565387412983,-0.40325634740036564,0.36092585229235674,4.817197473080161
0.18368409277448403,0.2274980917104159,0.9228884282320213,0.7277499263559146,-0.005727204550811327,0.0161797949171546,1.1065725210065054,1.1503865199424372,-0.5440658335814306,-0.5002518346454987,0.34639697799953145,4.889807219104616
0.2708543201178129,0.17909750571238017,0.8701965570517844,0.7536081202935039,0.07713294167976614,0.03125453447704979,1.1410508771695973,1.0492940627641647,-0.482753800175691,-0.5745106145811237,0.334557893606726,4.963168126477292
0.35960261258517245,0.1336249072047553,0.8060237664371358,0.7806233875511132,0.1671011168495749,0.05411226415936632,1.1656263790223083,0.9396486736418911,-0.4210207749659407,-0.6469984803463579,0.3224970031400175,5.036221656978839
0.4497280027853676,0.0910473359747178,0.7504215392874167,0.8160445615226918,0.2576755125103214,0.07833517910499643,1.2001495420727843,0.8414688752621345,-0.36631655873732416,-0.724997225547974,0.3101513708277584,5.109375879206397
0.5411548530238869,0.051264354083925774,0.698268245072011,0.8543245558781078,0.3486055819149919,0.10366033244501133,1.239423098095898,0.7495325991559368,-0.31316970285422097,-0.803060201794182,0.2980547545999641,5.183037713324592
0.6337008488261945,0.01422471935541682,0.6599973117445451,0.891580938586952,0.4326422378343006,0.12290417309891183,1.2936981605707396,0.6742220310999619,-0.2578800897607575,-0.8773562192315352,0.2863637264462876,5.257315153716647
0.7272945913704496,-0.02016799482564868,0.6253187233139554,0.9261900793440627,0.5140829737002784,0.1403516806022293,1.352613314684405,0.6051507284883068,-0.19889548797361312,-0.9463580741697114,0.27489098453278216,5.332221943581455
0.8217665846156448,-0.05197307572308731,0.5932974803555409,0.9582000076559313,0.5933345559580177,0.15646472578865156,1.4150640649711856,0.5413244046324536,-0.1364334230402865,-1.0101730833790186,0.2635266719089358,5.407860667994894
0.9170660566162122,-0.08129282231285877,0.5638185944359819,0.9877036203630511,0.6704755412716407,0.17129610180710525,1.480884651052194,0.48252577212312314,-0.07063756374683894,-1.06899644267591,0.2522838388921217,5.484381276708289
1.0130518166423603,-0.10820054406376814,0.5367944650708989,1.0145766108654675,0.7454169812184644,0.18479080086540023,1.5498462817132592,0.4285939210071308,-0.0015247942231071399,-1.1227771549292356,0.24112676850349443,5.561915937728976
1.1096738309432566,-0.13279751690101277,0.5121149078148444,1.0390005679092935,0.8182797455188527,0.19704407159671822,1.621788738758101,0.3793173909138316,0.07067326303396304,-1.1717980848103062,0.2300609244602856,5.640607676371796
1.2068214034842442,-0.15516894343956494,0.48968566042448874,1.0612393883368432,0.8891875656982992,0.20819239223639477,1.696507063908733,0.3345167169849238,0.145582015147401,-1.216408331776408,0.21901764832798867,5.720589040240943
1.3044419797009912,-0.1754155078465706,0.46940003307595335,1.081384432917024,0.9582131897710309,0.21828444599725,1.7738420127769445,0.2939845252293828,0.22305754678396728,-1.2567999407635946,0.2080199903019067,5.8020253274433475
1.4024583958372674,-0.19363272983507873,0.45115720065621717,1.0995232711270286,1.0254122331540394,0.22736667031786637,1.8536155964934846,0.25752447082113844,0.30293512471023876,-1.2931560009621075,0.19700954095186585,5.885063622931432
1.5008113790904702,-0.20992101747844347,0.43485289408923056,1.115750770265066,1.0908546276331528,0.23548842934869596,1.9356642731797007,0.2249318766107871,0.38506060882540427,-1.3256717877435094,0.18601259997432926,5.969881407769473
1.5994563210496826,-0.22438369202959108,0.42038093096267315,1.1301663687934638,1.1546208794402366,0.24270087290059977,2.0198372520123558,0.19599723893308207,0.46928995225621883,-1.3545500608230547,0.17497655067871504,6.056638282152237
1.6983267120988812,-0.23712194441480666,0.407637850243725,1.1428675294288873,1.2167781956420216,0.24905386738517776,2.1059645623426064,0.17051590582891835,0.555459182669994,-1.379989473843694,0.16392684463744647,6.145524257006855
1.7974078482324891,-0.24824456151124194,0.396513426783563,1.1539614719771736,1.27742794671305,0.25460174184118434,2.193921275016052,0.14826886527232105,0.6434463762553155,-1.4022060334884154,0.15282264142960908,6.236714119678041
