opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v
0.29428046313586287,0.9532720968885684,1.6470234589396602,0.3656055177058161,-0.49356873904899057,-0.1640729221726378,1.941303922075523,2.600295555828229,-0.07132505456995325,0.5876665791827522,1.2230783087624646,3.0112248503180785
0.37492117847798656,0.8938621136782167,1.5872615170355557,0.37249763679704756,-0.41992135088026084,-0.16045088328014578,1.9621826955135422,2.4811236307137725,0.002423541680939001,0.5213644768811692,1.3244311402080622,3.010065397717465
0.46178137437722816,0.8460156809663267,1.5392975322547306,0.37869726456469677,-0.34940944665640283,-0.15729229336185357,2.001078906631959,2.3853132132210573,0.08308410981253139,0.46731841640162997,1.2425864438988288,3.0089054983330517
0.554333004399521,0.8087673831479856,1.5020291864122837,0.39861975007959377,-0.27453821596658445,-0.14732102659235213,2.0563621908118046,2.310796569560269,0.15571325431992727,0.4101476330683918,0.8273234988179755,3.0325023777517517
0.6496768702200056,0.7794448428721155,1.4727120225114687,0.3918663676517904,-0.2155843923198364,-0.15070040599378143,2.1223888927314745,2.252156865383584,0.25781050256821525,0.38757847522032507,0.6852047073009584,3.1724386045389283
0.7463283165526926,0.7568151553903283,1.4500950139446045,0.40002944367705623,-0.15186862685742786,-0.14662520743860996,2.1964233304972973,2.206910169334933,0.3462988728756364,0.35678571171327206,0.684601692307179,3.3277474750637794
0.8445188700310023,0.7405894541009042,1.4338791386441403,0.41628451219515156,-0.08653787820899317,-0.13850258617404232,2.2783980086751425,2.1744685927450442,0.4282343578358508,0.3243049419057526,0.551093172192788,3.4563154523175412
0.9435248063698011,0.7297700376309784,1.4230657899661427,0.4271155867271193,-0.02621269843461116,-0.13309008280402257,2.3665905963359437,2.152835827597121,0.5164092196426817,0.30265445090385906,0.44002910982958454,3.607843626482292
1.0429142875461217,0.7233486279401682,1.4166481177241472,0.4335402130619305,0.029903191441952526,-0.12987963836102423,2.459562405270269,2.139996745664315,0.6093740744841911,0.28980841487823766,0.39247151314517903,3.7758046160214844
1.1423985795950378,0.7207667829423903,1.4140693859475153,0.43612411346165497,0.08222665355458869,-0.12858924477173506,2.556467965542553,2.1348361688899056,0.7062744661333828,0.2846426694807353,0.2747206340810036,3.939832580898443
1.2423645853152192,0.7209120722240031,1.4142141125845131,0.4359692482551335,0.13205986049291973,-0.12866639605268826,2.6565786978997323,2.135126184808516,0.8063953370600857,0.2849428239688696,0.1292969037070816,4.113335203785978
1.3416408525945511,0.7225971377600218,1.4159039111862135,0.4342930817686394,0.18001501158848854,-0.12950684582877614,2.7575447637807646,2.1385010489462353,0.9073477708259117,0.28830405599138237,0.15366822316331483,4.277592316436429
1.441415731601051,0.7258103674699582,1.4191179785561157,0.4310762616416104,0.22668700734327285,-0.13111567472227348,2.8605337101571666,2.1449283460260737,1.0103394699594406,0.2947341058283478,0.13941604651851938,4.433740834896549
1.540888965626902,0.7303041112353785,1.4236149991748175,0.4265873581476668,0.2719306622998757,-0.13336176489588614,2.9645039648017195,2.153919110410196,1.1143016074792351,0.30371675308771173,0.018276522138021598,4.582702499861218
1.6404893628869832,0.7350176284411065,1.4283308023522125,0.4218754393290589,0.3170169999319148,-0.13571886729102356,3.0688201652391958,2.1633484307933193,1.2186139235579243,0.3131421891120476,-0.035391400964494064,4.725236916702721
1.740152682041579,0.7394036411993595,1.4327186138582344,0.41748922179433684,0.3624616449888407,-0.13791287543226904,3.1728712958998133,2.172122255057594,1.322663460247242,0.3219144194050227,-0.03145680522312386,4.861978882509244
1.8395630554230322,0.7434665478503258,1.4367855946650023,0.41343298205095547,0.4081052214044928,-0.13994303238186057,3.2763486500880346,2.1802521425153283,1.4261300733720768,0.3300335657993704,-0.027385206121408396,4.993465340800005
1.939439272430322,0.7472751808348007,1.4405942195979573,0.409618052922035,0.45423155287719974,-0.14185049292056073,3.3800334920282795,2.187869400432758,1.529821219508287,0.3376571279127657,-0.023450232371279453,5.0
2.0387983197296844,0.7508333407877612,1.444157082528174,0.40606789942851784,0.500354568315014,-0.14362792115594747,3.4829554022578586,2.194990423315935,1.6327304203011666,0.34476544135924336,-0.01840138963703612,5.0
2.1386157448786554,0.7542245071667127,1.4475487980333124,0.41208864245784543,0.5515777946515942,-0.14061782420437707,3.586164542911968,2.201773305200025,1.72652710242081,0.3421358647088673,-0.013649760211228644,5.0
2.238127408047074,0.7574686198630545,1.4507963523724923,0.42642290258100657,0.606876979127794,-0.13345241496421567,3.6889237604195664,2.208264972235547,1.8117045054660674,0.3310457172820479,-0.009811075471388694,5.0
2.3378573204104756,0.7606220550714988,1.4539511994626206,0.4462169649631282,0.6650615429554916,-0.12355608971399679,3.791808519873096,2.2145732545341197,1.8916403554473473,0.31440509010837064,-0.006595832905151318,5.0
2.4374750638826725,0.7637053858422419,1.457037052272259,0.4431347954706927,0.711786403540553,-0.12509843547966226,3.8945121161549316,2.220742438114501,1.99434026841198,0.3205705903715492,-0.004577984237062809,5.0
2.53722624903443,0.7667474755299295,1.4600803831236389,0.45335190650393126,0.7652488862073611,-0.11999050054488902,3.997306632158069,2.2268278586535684,2.083874342530499,0.31339556902599824,-0.001929619042730476,5.0
2.636861339379588,0.769767212408758,1.463102530655228,0.4843320983233792,0.8290454535238695,-0.10450160996154545,4.099963870034816,2.2328697430639863,2.152529241056209,0.2854351140853788,0.0015181094051118656,5.0
