opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v
-4.77770559761213,0.5882097998842917,1.4382167468579006,0.3625569277262137,-2.9266827083719082,-0.24372500962369759,-3.339488850754229,2.0264265467421922,-5.140262525338343,0.225652872158078,0.3629973538836392,5.722443393605501
-4.74177469180856,0.5534754318367707,1.4040569916215326,0.35847290893657957,-2.893679387246757,-0.24605432542409117,-3.3377177001870275,1.9575324234583034,-5.100247600745139,0.19500252290019116,0.36484772726813575,5.720819964573843
-4.7052164983262115,0.5194020159431884,1.3695945287479465,0.3599791618299607,-2.8574159326220983,-0.24510667548739873,-3.335621969578265,1.888996544691135,-5.0651956601561725,0.15942285411322765,0.3668026475807457,5.719715035498639
-4.668041639365899,0.4860024842370681,1.336078038546166,0.3540466136493157,-2.825036532131375,-0.24801447032989105,-3.3319636008197335,1.822080522783234,-5.022088253015215,0.13195587058775238,0.362443695763777,5.718609892933047
-4.630267843993812,0.4532817133805235,1.2952455819289237,0.3537741169907142,-2.78586965446601,-0.24409487577884303,-3.335022262064888,1.7485272953094473,-4.984041960984526,0.09950759638980927,0.3581968544715705,5.718791340411598
-4.591914839170969,0.42124188793845974,1.2548959696294795,0.35962026671209246,-2.7435952710441778,-0.23701690748946364,-3.33701886954149,1.676137857567939,-4.951535105883062,0.061621621226367274,0.3524608629436691,5.720179723002623
-4.553003373463561,0.3898825351896519,1.215813021962042,0.3713074281835134,-2.6987544836210446,-0.22731152929443832,-3.337190351501519,1.605695557151694,-4.924310801647074,0.018575107006138458,0.34683417497959007,5.723156672635108
-4.513554234963025,0.359202361904727,1.178126241227073,0.3864967915717331,-2.6525918423091825,-0.21621354387530645,-3.3354279937359523,1.5373286031318,-4.900051026534758,-0.027294429667006126,0.3413109560374063,5.727634437109987
-4.473587469948418,0.3291994857955737,1.1419759720867975,0.3971831743014349,-2.6091901338668904,-0.20779665599489444,-3.331611497861621,1.4711754578823713,-4.870770644249853,-0.06798368850586123,0.3358870724904127,5.733531498195655
-4.433122741369562,0.299871731001966,1.1075138233756978,0.41289438207583257,-2.563871091334714,-0.19737385514894962,-3.3256089179938644,1.4073855543776639,-4.846017123445395,-0.11302265107386655,0.3305577329095745,5.740771750551326
-4.392178998709361,0.27121639506310824,1.0749020262964777,0.4330916621514468,-2.516994681427196,-0.18529698454096133,-3.317276972412883,1.346118421359586,-4.825270660860808,-0.16187526708833855,0.3253186823731067,5.749284393336683
-4.35077482525818,0.24323051440290344,1.0443128174446568,0.45266929909115033,-2.4712091718058433,-0.17420650197530152,-3.306462007813524,1.2875433318475602,-4.803444124349331,-0.2094387846882469,0.3201653301133514,5.7590034928173885
-4.308928119271547,0.21591065363952652,1.0159265458205968,0.4615300599100524,-2.4316623025910458,-0.16924291613550896,-3.29300157345095,1.2318371994601234,-4.7704581791816,-0.2456194062705259,0.3150940676116854,5.769867818523423
-4.266656429718865,0.1892531451013672,0.9899294017539269,0.47476020246083805,-2.390912814505977,-0.16295802709586082,-3.276727027964938,1.1791825468552941,-4.741416632179703,-0.28550705735947085,0.310100676798801,5.781820314791958
-4.223976647415528,0.16325389829548878,0.9634755239412042,0.4920157637727901,-2.347718203791971,-0.15410293093646266,-3.2605011234743237,1.126729422236693,-4.715992411188318,-0.32876186547730135,0.30518191980039583,5.794808054706551
-4.1809053302046815,0.13790861618791214,0.9381761875139593,0.5128976044767658,-2.3030919566209374,-0.14368498342464064,-3.242729142690722,1.0760848037018713,-4.693802934681448,-0.37498898828885363,0.30033387023328123,5.808781745284123
-4.137458403563588,0.11321262262533067,0.9138481955046015,0.536988694647619,-2.2571589522102853,-0.1318234391158259,-3.223610208058987,1.027060818129932,-4.674447098211207,-0.42377607202228834,0.2955536638805406,5.823695736503463
-4.093651475733104,0.08916105788367755,0.889214265667596,0.5623642047987412,-2.2102507683009796,-0.11884450149258863,-3.204437210065508,0.9783753235512735,-4.656015680531845,-0.4732031469150636,0.2908376514682504,5.839507530699278
-4.0494995472292326,0.06574872226187685,0.8669724991302228,0.5842578499750641,-2.1661070981921955,-0.10848296344664088,-3.1825270480990095,0.9327212213920997,-4.633757397204297,-0.5185091277131872,0.28618328627617856,5.8561778482014075
-4.005017316426584,0.0429702529918346,0.8429716865080876,0.608865485549101,-2.119561758692785,-0.09556797398357597,-3.1620456299184965,0.8859419394999222,-4.613882801975685,-0.5658952325572664,0.28158717193973065,5.8736701488409775
-3.9602188975663575,0.020819982468662426,0.8219576567841296,0.6292290976628959,-2.0764737283437955,-0.0859542883262856,-3.138261240782228,0.842777639252792,-4.5894479952292535,-0.6084091151942335,0.2770470427204218,5.8919507414135195
-3.915118117176873,-0.000707901680153993,0.7993762145929398,0.6517730031564991,-2.031360664306657,-0.07415555655829736,-3.1157419025839332,0.7986683129127858,-4.566891120333373,-0.6524809048366531,0.27255973291678975,5.910988317217158
-3.8697282402728947,-0.021619485042338037,0.779113658870616,0.6766841026251129,-1.9860788982591988,-0.062024520643920555,-3.0906145814022787,0.757494173828278,-4.546412342898008,-0.6983035876674509,0.26812322709178765,5.930754096250719
-3.8240622578971903,-0.041920981641853226,0.7583553784972059,0.7037157874582011,-1.9393509244680975,-0.048280286340429024,-3.0657068793999844,0.7164343968553527,-4.527778045355391,-0.7456367691000543,0.2637345732687785,5.951221372056689
-3.7781326213125515,-0.06161885019248515,0.7388198456467437,0.7326375932073564,-1.8921574368759693,-0.03390055131593622,-3.039312775665808,0.6772009954542586,-4.510770214519908,-0.7942564433998416,0.2593919768417962,5.972365688102831
