opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v
4.6166598562119106,0.5756209525680374,1.4362208906371878,0.46469357587326343,1.8225662707239931,-0.19795318109794346,6.052880746849098,2.011841843205225,4.151966280338647,0.11092737669477393,-0.027530840248017708,2.0
4.716571268255962,0.5740511947319877,1.4346535282733897,0.44700803319381144,1.8644628865881923,-0.20679715017379519,6.151224796529352,2.008704723005377,4.269563235062151,0.1270431615381763,-0.024947740090602157,2.0
4.816131787363365,0.5722385627961283,1.4328325875903511,0.42270887025681897,1.9030040350149164,-0.21894257726870192,6.248964374953716,2.0050711503864793,4.393422917106546,0.1495296925393093,-0.022991180867778623,2.0
4.916309806152503,0.5701901722412074,1.4307950507839098,0.42145327163740304,1.953484013502998,-0.2195758034526497,6.347104856936413,2.000985223025117,4.4948565345151,0.14873690060380435,-0.017669433716181827,2.0
5.015613171846103,0.5679847133997428,1.4285735378192645,0.4236254858816616,2.0053325599542497,-0.2184816692689301,6.4441867096653676,1.9965582512190072,4.591987685964441,0.14435922751808117,-0.012238842607124819,2.0
5.115742925695475,0.5656308213582849,1.4262291256173814,0.42601610851015664,2.057764954294125,-0.21729109787446987,6.5419720513128565,1.9918599469756662,4.689726817185318,0.13961471284812826,-0.011879985580626449,2.0
5.21512837810678,0.5631765014575999,1.430306498901199,0.4284434068661105,2.1066326430358453,-0.21934329528874436,6.645434877007979,1.993483000358799,4.786684971240669,0.1347330945914894,-0.011845942690572937,2.0
5.315217617435843,0.5605834961048142,1.4412283382750315,0.4310687434805487,2.1525290113206803,-0.22478804934483432,6.756445955710875,2.0018118343798457,4.8841488739552945,0.12951475262426548,-0.014100400152621945,2.0
5.4146610950957275,0.5578670656994171,1.4586834221273317,0.43376226002311774,2.1948699664957565,-0.23352704820239845,6.873344517223059,2.016550487826749,4.98089883507261,0.12410480567629939,-0.01677072120158325,2.0
5.514605180714002,0.5549685571353307,1.4653191194769546,0.4103028520804108,2.229794456658729,-0.25002385513060654,6.979924300190957,2.020287676612285,5.104302328633592,0.14466570505491988,-0.020555873101487952,2.0
5.614181586586667,0.5518764833667333,1.4622348542316832,0.3904686110652875,2.2712076717101355,-0.25994487989983117,7.07641644081835,2.0141113375984165,5.223712975521379,0.16140787230144582,-0.022831711054352118,2.0
5.713893705457193,0.5485547758782188,1.4589177519082903,0.3937591188660962,2.3243675362074994,-0.25830192858198764,7.1728114573654835,2.007472527786509,5.320134586591097,0.15479565701212256,-0.022311763605456107,2.0
5.81360346013764,0.5450064435378117,1.4553741893547627,0.3972757970124709,2.3777525338976737,-0.25654597440224003,7.2689776494924025,2.0003806328925746,5.416327663125169,0.1477306465253408,-0.029877536568698945,2.0
5.913045686849696,0.5411690261758368,1.4515483978158825,0.40110844460626444,2.431302866820039,-0.2546354635168906,7.364594084665578,1.9927174239917194,5.511937242243431,0.1400605815695724,-0.043818960225120725,2.0
6.012887121063525,0.5369381285973632,1.4473192722227473,0.4052913705231675,2.4854296096819724,-0.2525448865511083,7.460206393286272,1.9842574008201104,5.607595750540357,0.13164675807419574,-0.0038276121602088225,2.0
6.112248890326501,0.5326918728680832,1.4430870709479766,0.40953949528878575,2.539350657333655,-0.25042785139555385,7.555335961274477,1.9757789438160598,5.702709395037715,0.12315237757929742,0.0505210046199729,2.0
6.212126775154774,0.5289226502185679,1.4393185885506987,0.41326087527893424,2.5930345309415044,-0.24856753152659827,7.651445363705473,1.9682412387692665,5.79886589987584,0.11566177493963364,0.10210829564912388,2.0
6.311635687778931,0.5261766136295608,1.436582532355329,0.41600199492088097,2.6455275751722414,-0.2472019619024436,7.74821822013426,1.9627591459848897,5.895633692858049,0.11017461870867984,0.12800605819006344,2.0
6.411320278642162,0.5246643616935545,1.4350753355078205,0.41749804327129186,2.696871493202816,-0.24645646527148712,7.846395614149982,1.959739697201375,5.99382223537087,0.1071663184222626,0.10534171005288678,2.0
6.51095907903663,0.5242918131618041,1.4347086851477528,0.4178647037445218,2.7470575488166995,-0.2462760841207135,7.945667764184384,1.9590004983095568,6.093094375292108,0.10642710941728228,0.20722988946995324,2.0
6.6107866662969785,0.5259926809490557,1.4364097643677083,0.41614946411790293,2.795263183023587,-0.2471338096503748,8.047196430664687,1.9624024453167639,6.194637202179075,0.10984321683115278,0.3696229733408162,2.0
6.710056421835139,0.5310608158946744,1.4414917278382426,0.41113988662970535,2.839852290313301,-0.24964551265693147,8.151548149673381,1.972552543732917,6.298916535205434,0.119920929264969,0.34712316687912553,2.0
6.809477502052632,0.5395872669384963,1.4500268208947056,0.40267666056897483,2.8810636708634507,-0.25388144669361723,8.259504322947338,1.989614087833202,6.406800841483657,0.13691060636952151,0.35226742327036337,2.0
6.908263358405272,0.551670913024926,1.4621350844686198,0.3925624228627965,2.9193453483997245,-0.25895087429044866,8.370398442873892,2.013805997493546,6.515700935542476,0.15910849016212947,0.47092107909687,2.0
7.0064941262960785,0.5683898349345109,1.4788927249688495,0.40277969831415306,2.965190549820691,-0.25386159586009277,8.485386851264927,2.04728255990336,6.6037144279819255,0.16561013662035784,0.5969070843003614,2.0
7.103778334230607,0.5909728113306311,1.5019216541419023,0.401410820421327,3.0016337502550154,-0.2547690111949721,8.605699988372509,2.092894465472533,6.70236751380928,0.1895619909093041,0.7274091834988728,2.0
7.198541136100821,0.6201907936389706,1.537484191534266,0.37790699156256824,3.0194819680645617,-0.26969320316636364,8.736025327635087,2.1576749851732364,6.820634144538253,0.24228380207640232,0.6792129716719707,2.0
